ticket,campaign_id,leg_role,direction,entry_time,exit_time,entry_regime,frozen_owner_exit_profile,exit_authority,exit_reason,volume,entry_price,original_structural_sl,original_1r_distance,original_risk_usd,realized_profit_usd,realized_r,peak_r_while_open,mae_r,owner_floor_armed_true_false,owner_first_trigger_time,owner_first_floor_r,owner_adaptive_trigger_time,owner_max_required_floor_r,expected_min_exit_r,actual_exit_r,floor_violation_true_false,floor_violation_r_amount,floor_violation_usd_amount,broker_sl_modify_attempted,broker_sl_modify_success,broker_sl_modify_failed_reason,emergency_floor_breach_close_attempted,emergency_floor_breach_close_success,lower_exit_attempt_rejected_true_false,lower_exit_attempt_authority,tracking_state_present_at_exit,r_exit_state_present_at_exit,campaign_state_present_at_exit,basket_state_present_at_exit,audit_scope_note
160,CAMP-61,CORE,BUY,2026.05.12 15:03:30,2026.05.12 16:16:41,TREND_DN,GENERAL,BROKER_SL,BROKER_SL,0.38,4705.19,4682.26456,22.92544,871.17,-872.1,-1.001073,0.290507,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,-1.001073,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
164,CAMP-62,CORE,BUY,2026.05.12 20:33:00,2026.05.12 21:42:26,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.4,4678.56,4660.91657,17.64343,705.74,712.8,1.010009,1.010009,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,DATA_UNAVAILABLE,0.30,,0.7070062999999999,0.707006,1.010009,false,0.0,0.0,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
166,CAMP-63,CORE,BUY,2026.05.13 03:33:00,2026.05.13 03:41:02,CHOPPY,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,R_PROFIT_GUARANTEE_FLOOR_BREACH,0.97,4720.78,4712.7742,8.0058,776.56,304.58,0.392216,0.562092,-0.468,true,DATA_UNAVAILABLE,0.30,,0.3934644,0.393464,0.392216,true,0.001248,0.97,true,true,NONE_LOGGED,true,true,false,NONE_LOGGED,true,true,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
168,CAMP-64,CORE,BUY,2026.05.13 18:33:00,2026.05.13 18:41:00,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.45,4690.61,4672.94806,17.66194,794.79,325.35,0.409356,0.522028,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,2026.05.13 18:38:50,0.30,2026.05.13 18:39:31,0.421,0.36542,0.409356,false,0.0,0.0,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
169,CAMP-64,PYRAMID,BUY,2026.05.13 18:38:43,2026.05.13 18:41:00,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.3,4697.74,4671.52206,26.21794,786.54,3.0,0.003814,0.079717,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.05.13 18:38:50,0.30,2026.05.13 18:39:31,0.421,,0.003814,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
172,CAMP-65,CORE,BUY,2026.05.13 19:33:00,2026.05.13 20:34:18,TREND_DN,GENERAL,BROKER_SL,BROKER_SL,0.67,4703.9,4691.38031,12.51969,838.82,-842.86,-1.004816,0.063101,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,-1.004816,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
174,CAMP-66,CORE,BUY,2026.05.13 21:33:30,2026.05.13 21:46:44,TREND_DN,GENERAL,BROKER_SL,BROKER_SL,0.85,4691.0,4682.05537,8.94463,760.29,-781.15,-1.027436,0.034658,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,-1.027436,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
176,CAMP-67,CORE,BUY,2026.05.13 22:33:00,2026.05.14 01:00:51,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.56,4686.85,4674.72876,12.12124,678.79,272.27,0.401112,0.401112,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,DATA_UNAVAILABLE,0.30,,0.3,0.3,0.401112,false,0.0,0.0,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
178,CAMP-68,CORE,BUY,2026.05.14 01:33:30,2026.05.14 01:45:36,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.69,4696.57,4686.4093,10.1607,701.09,142.83,0.203726,0.371037,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.203726,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
180,CAMP-69,CORE,BUY,2026.05.14 02:33:30,2026.05.14 03:01:06,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.8,4695.81,4686.80353,9.00647,720.52,199.2,0.276467,0.405263,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,DATA_UNAVAILABLE,0.30,,0.3,0.3,0.276467,true,0.023533,16.96,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
182,CAMP-70,CORE,BUY,2026.05.14 10:03:00,2026.05.14 10:30:57,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.37,4701.67,4681.74743,19.92257,737.14,123.95,0.168151,0.306185,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.168151,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
184,CAMP-71,CORE,BUY,2026.05.14 20:03:00,2026.05.14 21:45:28,TREND_DN,GENERAL,BROKER_SL,BROKER_SL,0.59,4679.92,4667.19259,12.72741,750.92,-751.07,-1.000204,0.241212,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,-1.000204,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
186,CAMP-72,CORE,SELL,2026.05.18 03:03:27,2026.05.18 03:33:59,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.22,4531.33,4561.29511,29.96511,659.23,661.54,1.003501,1.003501,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,DATA_UNAVAILABLE,0.30,,0.7024507,0.702451,1.003501,false,0.0,0.0,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
188,CAMP-73,CORE,SELL,2026.05.18 13:33:31,2026.05.18 13:35:11,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.64,4536.22,4547.87046,11.65046,745.63,142.08,0.19055,0.359641,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.19055,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
190,CAMP-74,CORE,SELL,2026.05.18 14:03:30,2026.05.18 14:09:32,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.76,4540.47,4550.44821,9.97821,758.34,134.52,0.177387,0.32571,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.177387,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
192,CAMP-75,CORE,SELL,2026.05.18 14:33:00,2026.05.18 14:39:23,TREND_DN,GENERAL,BROKER_SL,BROKER_SL,0.66,4539.15,4550.77033,11.62033,766.94,-770.22,-1.004277,0.0611,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,-1.004277,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
194,CAMP-76,CORE,SELL,2026.05.18 15:03:00,2026.05.18 15:46:00,TREND_DN,GENERAL,BROKER_SL,BROKER_SL,0.29,4548.64,4572.51901,23.87901,692.49,-695.42,-1.00423,0.134428,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,-1.00423,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
196,CAMP-77,CORE,BUY,2026.05.18 20:03:30,2026.05.18 22:03:35,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.25,4553.16,4528.53741,24.62259,615.57,252.75,0.410598,0.410598,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,DATA_UNAVAILABLE,0.30,,0.3,0.3,0.410598,false,0.0,0.0,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
198,CAMP-78,CORE,BUY,2026.05.18 22:33:00,2026.05.19 01:02:10,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.23,4556.67,4528.2525,28.4175,653.6,233.54,0.357312,0.48681,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,2026.05.19 01:00:03,0.30,2026.05.19 01:00:03,0.653,0.3,0.357312,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
199,CAMP-78,PYRAMID,BUY,2026.05.18 22:48:51,2026.05.19 01:02:10,TREND_DN,GENERAL,PROFIT_CLOSE,BASKET_FLOOR_TRIGGERED,0.33,4561.67,4542.07297,19.59703,646.7,170.08,0.262996,0.45078,-0.220,true,2026.05.19 01:00:03,0.30,2026.05.19 01:00:03,0.653,0.3,0.262996,true,0.037004,23.93,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,true,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
202,CAMP-79,CORE,SELL,2026.05.19 04:03:22,2026.05.19 05:16:30,CHOPPY,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.23,4562.14,4591.7644,29.6244,681.36,170.89,0.250807,0.350387,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.05.19 05:15:14,0.30,,0.3,,0.250807,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
203,CAMP-79,PYRAMID,SELL,2026.05.19 04:24:23,2026.05.19 05:16:30,CHOPPY,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.18,4556.54,4593.08497,36.54497,657.81,32.94,0.050075,0.130798,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.05.19 05:15:14,0.30,,0.3,,0.050075,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
206,CAMP-80,CORE,BUY,2026.05.19 09:03:30,2026.05.19 09:13:17,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.64,4539.12,4528.04417,11.07583,708.85,307.84,0.43428,0.43428,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,DATA_UNAVAILABLE,0.30,,0.3,0.3,0.43428,false,0.0,0.0,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
208,CAMP-81,CORE,BUY,2026.05.19 09:33:00,2026.05.19 10:10:48,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.35,4547.24,4526.29816,20.94184,732.96,143.85,0.196258,0.384399,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.196258,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
210,CAMP-82,CORE,BUY,2026.05.19 11:03:00,2026.05.19 11:28:26,TREND_DN,GENERAL,BROKER_SL,BROKER_SL,0.46,4553.71,4537.27009,16.43991,756.24,-756.24,-1.000006,0.089417,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,-1.000006,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
212,CAMP-83,CORE,BUY,2026.05.19 14:03:30,2026.05.19 16:07:26,TREND_DN,GENERAL,BROKER_SL,BROKER_SL,0.25,4547.01,4519.8948,27.1152,677.88,-679.25,-1.002021,0.005532,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,-1.002021,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
214,CAMP-84,CORE,SELL,2026.05.20 16:33:00,2026.05.20 16:42:00,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.3,4490.43,4510.59343,20.16343,604.9,165.9,0.274259,0.334765,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.05.20 16:41:55,0.30,,0.3,,0.274259,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
215,CAMP-84,PYRAMID,SELL,2026.05.20 16:40:09,2026.05.20 16:42:00,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.23,4485.46,4511.63487,26.17487,602.02,12.88,0.021395,0.068004,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.05.20 16:41:55,0.30,,0.3,,0.021395,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
218,CAMP-85,CORE,SELL,2026.05.20 17:03:00,2026.05.20 17:13:58,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.2,4481.77,4512.40026,30.63026,612.61,206.4,0.336921,0.475346,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,2026.05.20 17:11:01,0.30,2026.05.20 17:12:19,0.573,0.3,0.336921,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
